customer_id,segment,tenure,contract_duration,internet_speed_mbps,monthly_charges,service_type,additional_services,monthly_usage_gb,downtime_minutes,customer_satisfaction,payment_method,complaint_count,payment_delay_days
1,Residential,67,Monthly,50.0,331000.0,Broadband,None,73.05216111675242,90.46935582206662,7,Credit_Card,0,0.2659630508149936
2,Residential,2,Monthly,50.0,331000.0,Broadband,None,25.408334405104245,99.73882462346766,6,Direct_Debit,1,1.9900068726366085
3,Residential,54,2 Years,100.0,397800.0,Broadband,IPTV,48.23944261466616,392.9293220071875,10,Bank_Transfer,0,0.2391732335194306
4,Enterprise,52,1 Year,500.0,15000000.0,Colocation,Premium_Support,146.52631625282714,21.88889861890156,6,Bank_Transfer,1,12.09302562716977
5,Corporate,42,1 Year,1000.0,10000000.0,Metro_Ethernet,None,93.15675241132162,19.100303667541137,7,Direct_Debit,1,4.120028040213718
6,Corporate,37,1 Year,1000.0,3000000.0,IP_VPN,Backup_Line,39.664228640958484,116.51259598716265,10,Direct_Debit,1,5.439878050391709
7,Residential,44,1 Year,50.0,297900.0,Broadband,IPTV,377.42709105088505,125.48662691663857,6,Bank_Transfer,1,9.666561802795641
8,Residential,7,Monthly,100.0,442000.0,Broadband,IPTV,9.40264929504018,4.805817502188502,7,Bank_Transfer,3,2.479734606997108
9,Corporate,37,1 Year,500.0,3000000.0,IP_VPN,Backup_Line,43.812920658607524,13.168348442696058,9,Credit_Card,0,0.17745044670303817
10,Residential,16,Monthly,50.0,331000.0,Broadband,Static_IP,15.876692876484919,236.8646028273049,9,Bank_Transfer,2,5.097904966472376
11,Residential,26,1 Year,50.0,297900.0,Broadband,IPTV,71.14760780435091,88.21402259714738,8,Bank_Transfer,1,5.532963619079261
12,Residential,19,1 Year,35.0,238500.0,Broadband,None,49.95097171307742,19.433992625350278,9,Direct_Debit,1,1.257610188441315
13,Residential,13,Monthly,50.0,331000.0,Broadband,None,32.12965689119909,50.44414649436979,7,Invoice,0,15.78006344518399
14,Residential,13,Monthly,35.0,265000.0,Broadband,IPTV,62.758703624950044,6.461891321022535,9,Credit_Card,1,3.3505471298252454
15,Residential,3,1 Year,50.0,297900.0,Broadband,Static_IP,120.86154047953329,5.572546109353038,9,Bank_Transfer,1,2.57742193395409
16,Residential,69,Monthly,50.0,331000.0,Broadband,None,444.0625715432412,222.4092559691529,9,Direct_Debit,1,19.41979370308256
17,Residential,39,2 Years,100.0,397800.0,Broadband,None,559.4916288170609,58.145667969434825,10,Invoice,1,2.783783953884825
18,Residential,22,2 Years,50.0,297900.0,Broadband,None,89.64345720351486,98.72595760001296,9,Credit_Card,2,0.47367831165571167
19,Enterprise,45,Monthly,2000.0,15000000.0,Colocation,Premium_Support,272.5514957412576,295.09956042980747,8,Invoice,2,9.085059571495957
20,Residential,34,2 Years,35.0,238500.0,Broadband,IPTV,92.7320928278422,149.0517208082641,8,Bank_Transfer,1,4.12920997484472
21,Residential,43,1 Year,35.0,238500.0,Broadband,Static_IP,242.91178461060744,35.25732198454695,6,Direct_Debit,0,1.4975302875272272
22,Residential,9,1 Year,35.0,238500.0,Broadband,IPTV,84.70530409645558,109.39227070844932,7,Invoice,1,2.2189986157326387
23,Residential,16,1 Year,100.0,397800.0,Broadband,IPTV,45.017478910521525,65.2460140929099,9,Invoice,3,5.698718946853797
24,Corporate,66,Monthly,500.0,3000000.0,IP_VPN,Premium_Support,36.89394733275409,75.20416639366199,6,Invoice,1,0.11580272051371325
25,Residential,45,Monthly,50.0,331000.0,Broadband,None,239.51278286077502,199.9471573497089,6,Bank_Transfer,4,2.070988109589579
26,Residential,6,1 Year,35.0,238500.0,Broadband,None,43.54899059121745,406.64668354960196,10,Direct_Debit,0,5.578265312274651
27,Corporate,36,Monthly,200.0,3000000.0,IP_VPN,Backup_Line,51.07565597645465,42.24749935886592,8,Direct_Debit,2,1.3786324532430485
28,Government,18,1 Year,200.0,13916968.69972066,Special_Government,High_Security,173.85667917017628,8.106252482832815,7,Invoice,0,3.71560518640208
29,Residential,4,1 Year,100.0,397800.0,Broadband,None,59.600284273614065,251.7123750429344,7,Bank_Transfer,4,13.687102237852201
30,Residential,21,Monthly,50.0,331000.0,Broadband,None,181.16386559641822,210.76691035138305,8,Direct_Debit,1,1.9423166581782705
31,Enterprise,5,Monthly,500.0,8000000.0,Managed_Office,Premium_Support,28.901557639956064,194.83562085653935,10,Bank_Transfer,1,4.817474791574272
32,Enterprise,9,1 Year,2000.0,8000000.0,Managed_Office,Premium_Support,42.71568806666845,28.199365087818133,7,Direct_Debit,0,0.9038102660512898
33,Residential,24,1 Year,100.0,397800.0,Broadband,None,80.63570962094587,219.71028549472828,10,Bank_Transfer,0,8.085119254142068
34,Corporate,24,2 Years,1000.0,8500000.0,Metro_Ethernet,Backup_Line,173.6259688331449,239.509018578468,8,Direct_Debit,1,4.336642667387606
35,Corporate,46,1 Year,500.0,3000000.0,IP_VPN,None,563.3155580630771,11.902746871089702,8,Direct_Debit,1,6.781335174459953
36,Residential,47,2 Years,35.0,238500.0,Broadband,IPTV,1125.2869983246633,31.667977132988227,10,Credit_Card,4,4.900608699142839
37,Residential,31,2 Years,35.0,238500.0,Broadband,None,42.52042043845122,18.257466904305083,10,Bank_Transfer,2,8.689266579138339
38,Residential,44,2 Years,50.0,297900.0,Broadband,None,64.03206556532233,40.65948854861196,10,Credit_Card,1,5.008530330688834
39,Residential,56,1 Year,50.0,297900.0,Broadband,None,151.5773600476551,134.41204650981356,8,Bank_Transfer,0,6.324216224362221
40,Residential,67,1 Year,50.0,297900.0,Broadband,IPTV,123.19020063215649,208.51457893109375,7,Credit_Card,1,9.81233603239724
41,Residential,66,Monthly,35.0,265000.0,Broadband,Static_IP,247.17304594186925,145.63703625782153,8,Bank_Transfer,1,0.50486591357371
42,Residential,61,1 Year,50.0,297900.0,Broadband,Static_IP,102.7545652414834,170.02343449717966,8,Bank_Transfer,5,4.924146076288244
43,Corporate,45,2 Years,200.0,8500000.0,Metro_Ethernet,Backup_Line,252.55658350922673,430.9267585457548,6,Bank_Transfer,2,1.5992268902776545
44,Residential,52,1 Year,50.0,297900.0,Broadband,None,89.64410733401068,21.05257004042428,8,Invoice,0,4.871077019865079
45,Residential,2,1 Year,35.0,238500.0,Broadband,IPTV,171.9467569071598,2.497195550286996,7,Credit_Card,0,9.346621747798942
46,Residential,15,1 Year,35.0,238500.0,Broadband,None,128.7405078110895,169.65041475168107,7,Invoice,1,5.010125418324022
47,Enterprise,4,2 Years,2000.0,8000000.0,Managed_Router,Premium_Support,236.9020030843906,71.92076554703921,10,Credit_Card,2,2.22107936214424
48,Residential,26,Monthly,50.0,331000.0,Broadband,IPTV,554.1670354588285,147.09298072103903,9,Bank_Transfer,1,17.811448646854547
49,Corporate,66,Monthly,100.0,10000000.0,Metro_Ethernet,Premium_Support,156.55177197571376,169.5948509654519,7,Direct_Debit,1,4.591829866590052
50,Residential,68,2 Years,50.0,297900.0,Broadband,None,620.0987001645666,35.093252404320765,7,Invoice,0,4.386978715475436
51,Residential,64,Monthly,35.0,265000.0,Broadband,None,57.550741602754,42.494525592164095,9,Bank_Transfer,1,13.823738391290396
52,Residential,59,1 Year,50.0,297900.0,Broadband,None,149.63728027780314,5.349203666230029,10,Direct_Debit,2,8.082090166769632
53,Residential,66,Monthly,100.0,442000.0,Broadband,IPTV,54.32782175842452,177.98339553719845,8,Bank_Transfer,5,5.528261696770639
54,Government,12,Monthly,100.0,11570925.439525913,Special_Government,High_Security,899.985021176503,0.3500535401948919,8,Bank_Transfer,0,23.43590694118093
55,Residential,69,Monthly,50.0,331000.0,Broadband,IPTV,815.1150347621972,95.73410328362269,10,Direct_Debit,2,4.586449574290066
56,Residential,44,Monthly,50.0,331000.0,Broadband,None,123.57842856221245,17.096675163714693,7,Direct_Debit,0,15.01036471040318
